comp_id,employee_id,effective_date,salary,change_reason
71,71,2022-01-01,81900.0,New Hire
72,72,2022-01-01,92700.0,New Hire
73,73,2022-01-01,81700.0,New Hire
74,74,2022-01-01,84600.0,New Hire
75,75,2022-01-01,98800.0,New Hire
76,76,2022-01-01,97100.0,New Hire
77,77,2022-01-01,68700.0,New Hire
78,78,2022-01-01,62000.0,New Hire
79,79,2022-01-01,57500.0,New Hire
80,80,2022-01-01,99400.0,New Hire
81,81,2022-01-01,106000.0,New Hire
82,82,2022-01-01,68900.0,New Hire
83,83,2022-01-01,101500.0,New Hire
84,84,2022-01-01,94800.0,New Hire
85,85,2022-01-01,56400.0,New Hire
86,86,2022-01-01,81400.0,New Hire
87,87,2022-01-01,70000.0,New Hire
88,88,2022-01-01,70200.0,New Hire
89,89,2022-01-01,94400.0,New Hire
90,90,2022-01-01,75800.0,New Hire
91,91,2022-01-01,85000.0,New Hire
92,92,2022-01-01,101500.0,New Hire
93,93,2022-01-01,105000.0,New Hire
94,94,2022-01-01,44900.0,New Hire
95,95,2022-01-01,106800.0,New Hire
96,96,2022-01-01,51100.0,New Hire
97,97,2022-01-01,106400.0,New Hire
98,98,2022-01-01,71000.0,New Hire
99,99,2022-01-01,89800.0,New Hire
100,100,2022-01-01,46800.0,New Hire
101,101,2022-01-01,62400.0,New Hire
102,102,2022-01-01,88900.0,New Hire
103,103,2022-01-01,106500.0,New Hire
104,104,2022-01-01,101100.0,New Hire
105,105,2022-01-01,60500.0,New Hire
106,106,2022-01-01,55200.0,New Hire
107,107,2022-01-01,63100.0,New Hire
108,108,2022-01-01,59100.0,New Hire
109,109,2022-01-01,66900.0,New Hire
110,110,2022-01-01,89100.0,New Hire
111,111,2022-01-01,69200.0,New Hire
112,112,2022-01-01,42600.0,New Hire
113,113,2022-01-01,53300.0,New Hire
114,114,2022-01-01,54200.0,New Hire
115,115,2022-01-01,57500.0,New Hire
116,116,2022-01-01,85700.0,New Hire
117,117,2022-01-01,69600.0,New Hire
118,118,2022-01-01,76800.0,New Hire
119,119,2022-01-01,55000.0,New Hire
120,120,2022-01-01,45700.0,New Hire
121,121,2022-02-26,92300.0,New Hire
122,122,2022-02-10,74900.0,New Hire
123,123,2022-02-02,101300.0,New Hire
124,124,2022-02-19,48700.0,New Hire
125,125,2022-02-03,60500.0,New Hire
126,126,2022-03-25,69800.0,New Hire
127,127,2022-03-02,47700.0,New Hire
128,128,2022-03-18,44900.0,New Hire
129,129,2022-03-10,69200.0,New Hire
130,130,2022-03-29,52000.0,New Hire
131,131,2022-03-27,75400.0,New Hire
132,132,2022-03-28,47000.0,New Hire
133,133,2022-03-26,109300.0,New Hire
134,134,2022-03-30,69800.0,New Hire
135,135,2022-03-11,102500.0,New Hire
136,4,2022-03-31,107300.0,Promotion
137,21,2022-03-31,142500.0,Promotion
138,23,2022-03-31,134400.0,Promotion
139,25,2022-03-31,156700.0,Merit
140,36,2022-03-31,107400.0,Merit
141,39,2022-03-31,56300.0,Promotion
142,49,2022-03-31,49200.0,Merit
143,52,2022-03-31,87300.0,Merit
144,53,2022-03-31,93900.0,Merit
145,56,2022-03-31,122000.0,Merit
146,58,2022-03-31,115900.0,Merit
147,65,2022-03-31,51100.0,Promotion
148,77,2022-03-31,71800.0,Promotion
149,78,2022-03-31,66200.0,Promotion
150,82,2022-03-31,76300.0,Merit
151,87,2022-03-31,74300.0,Merit
152,93,2022-03-31,112700.0,Merit
153,101,2022-03-31,69800.0,Merit
154,110,2022-03-31,99400.0,Merit
155,119,2022-03-31,61400.0,Promotion
156,136,2022-04-26,97100.0,New Hire
157,137,2022-04-06,61900.0,New Hire
158,138,2022-04-18,88600.0,New Hire
159,139,2022-04-05,112500.0,New Hire
160,140,2022-04-26,66900.0,New Hire
161,141,2022-04-07,58900.0,New Hire
162,142,2022-04-27,79700.0,New Hire
163,143,2022-04-26,105300.0,New Hire
164,144,2022-04-10,127800.0,New Hire
165,145,2022-04-17,76600.0,New Hire
166,146,2022-04-23,91700.0,New Hire
167,147,2022-05-12,83100.0,New Hire
168,148,2022-05-23,80000.0,New Hire
169,149,2022-05-31,90800.0,New Hire
170,150,2022-05-18,56900.0,New Hire
171,151,2022-05-04,66600.0,New Hire
172,152,2022-05-29,100000.0,New Hire
173,153,2022-05-18,81600.0,New Hire
174,154,2022-05-24,120400.0,New Hire
175,155,2022-05-21,91600.0,New Hire
176,156,2022-05-06,45800.0,New Hire
177,157,2022-05-03,71700.0,New Hire
178,158,2022-05-09,113100.0,New Hire
179,159,2022-05-10,43500.0,New Hire
180,160,2022-05-24,148100.0,New Hire
181,161,2022-05-20,106200.0,New Hire
182,162,2022-05-06,66600.0,New Hire
183,163,2022-05-14,62900.0,New Hire
184,164,2022-06-03,131500.0,New Hire
185,165,2022-06-13,56400.0,New Hire
186,166,2022-06-18,71600.0,New Hire
187,167,2022-06-08,59700.0,New Hire
188,168,2022-06-04,87500.0,New Hire
189,169,2022-06-28,109900.0,New Hire
190,170,2022-06-05,132000.0,New Hire
191,171,2022-06-18,66400.0,New Hire
192,172,2022-06-16,69600.0,New Hire
193,173,2022-06-13,66000.0,New Hire
194,174,2022-06-22,73700.0,New Hire
195,175,2022-06-24,51000.0,New Hire
196,176,2022-06-21,63700.0,New Hire
197,13,2022-06-30,147100.0,Promotion
198,21,2022-06-30,152200.0,Merit
199,37,2022-06-30,141000.0,Promotion
200,39,2022-06-30,63000.0,Promotion
201,53,2022-06-30,98300.0,Promotion
202,59,2022-06-30,55200.0,Merit
203,61,2022-06-30,59200.0,Merit
204,63,2022-06-30,105500.0,Merit
205,97,2022-06-30,113300.0,Merit
206,101,2022-06-30,77300.0,Promotion
207,107,2022-06-30,68700.0,Merit
208,119,2022-06-30,65700.0,Merit
209,121,2022-06-30,97400.0,Merit
210,127,2022-06-30,50500.0,Merit
211,131,2022-06-30,82800.0,Promotion
212,139,2022-06-30,120200.0,Merit
213,156,2022-06-30,50700.0,Merit
214,177,2022-07-22,50500.0,New Hire
215,178,2022-07-15,92800.0,New Hire
216,179,2022-07-08,64400.0,New Hire
217,180,2022-07-17,50400.0,New Hire
218,181,2022-07-01,135500.0,New Hire
219,182,2022-07-25,45400.0,New Hire
220,183,2022-07-03,73900.0,New Hire
221,184,2022-07-19,88100.0,New Hire
222,185,2022-07-02,55200.0,New Hire
223,186,2022-07-27,74900.0,New Hire
224,187,2022-07-09,94400.0,New Hire
225,188,2022-07-06,56700.0,New Hire
226,189,2022-07-01,61500.0,New Hire
227,190,2022-07-14,115600.0,New Hire
228,191,2022-07-02,116700.0,New Hire
229,192,2022-07-26,61300.0,New Hire
230,193,2022-07-14,52900.0,New Hire
231,194,2022-08-23,97100.0,New Hire
232,195,2022-08-14,78700.0,New Hire
233,196,2022-08-08,52100.0,New Hire
234,197,2022-08-18,60200.0,New Hire
235,198,2022-08-02,43200.0,New Hire
236,199,2022-08-06,47900.0,New Hire
237,200,2022-08-27,94000.0,New Hire
238,201,2022-08-30,94000.0,New Hire
239,202,2022-08-15,51400.0,New Hire
240,203,2022-08-09,65400.0,New Hire
241,204,2022-08-13,53500.0,New Hire
242,205,2022-08-18,100000.0,New Hire
243,206,2022-08-25,61100.0,New Hire
244,207,2022-08-26,119900.0,New Hire
245,208,2022-08-11,90600.0,New Hire
246,209,2022-08-06,59000.0,New Hire
247,210,2022-08-06,95500.0,New Hire
248,211,2022-08-31,78900.0,New Hire
249,212,2022-08-23,146600.0,New Hire
250,213,2022-08-01,119900.0,New Hire
251,214,2022-08-30,56300.0,New Hire
252,215,2022-08-24,101600.0,New Hire
253,216,2022-09-19,82400.0,New Hire
254,217,2022-09-29,71000.0,New Hire
255,218,2022-09-06,73200.0,New Hire
256,219,2022-09-08,49100.0,New Hire
257,220,2022-09-21,72600.0,New Hire
258,221,2022-09-16,65900.0,New Hire
259,222,2022-09-15,56000.0,New Hire
260,223,2022-09-02,103700.0,New Hire
261,224,2022-09-23,54300.0,New Hire
262,225,2022-09-03,159900.0,New Hire
263,226,2022-09-13,82500.0,New Hire
264,227,2022-09-05,84900.0,New Hire
265,228,2022-09-16,76000.0,New Hire
266,229,2022-09-29,67700.0,New Hire
267,230,2022-09-16,94600.0,New Hire
268,231,2022-09-20,76900.0,New Hire
269,232,2022-09-03,68300.0,New Hire
270,233,2022-09-30,61300.0,New Hire
271,2,2022-09-30,101700.0,Merit
272,15,2022-09-30,167100.0,Merit
273,23,2022-09-30,144300.0,Merit
274,29,2022-09-30,152600.0,Merit
275,35,2022-09-30,174700.0,Promotion
276,46,2022-09-30,50100.0,Merit
277,68,2022-09-30,75700.0,Merit
278,81,2022-09-30,110600.0,Merit
279,90,2022-09-30,79900.0,Merit
280,96,2022-09-30,56100.0,Merit
281,97,2022-09-30,121300.0,Merit
282,100,2022-09-30,50200.0,Promotion
283,106,2022-09-30,61500.0,Merit
284,115,2022-09-30,62800.0,Merit
285,152,2022-09-30,108800.0,Promotion
286,163,2022-09-30,66100.0,Promotion
287,167,2022-09-30,66200.0,Promotion
288,168,2022-09-30,96500.0,Promotion
289,169,2022-09-30,117700.0,Merit
290,202,2022-09-30,56100.0,Merit
291,206,2022-09-30,67600.0,Promotion
292,209,2022-09-30,62200.0,Merit
293,221,2022-09-30,72100.0,Promotion
294,232,2022-09-30,74700.0,Merit
295,234,2022-10-21,56200.0,New Hire
296,235,2022-10-19,75900.0,New Hire
297,236,2022-10-05,82600.0,New Hire
298,237,2022-10-27,58300.0,New Hire
299,238,2022-10-25,78000.0,New Hire
300,239,2022-10-10,46700.0,New Hire
301,240,2022-10-19,113300.0,New Hire
302,241,2022-10-22,48100.0,New Hire
303,242,2022-10-17,89100.0,New Hire
304,243,2022-10-29,109500.0,New Hire
305,244,2022-10-29,75800.0,New Hire
306,245,2022-10-23,106200.0,New Hire
307,246,2022-10-01,65100.0,New Hire
308,247,2022-10-30,54600.0,New Hire
309,248,2022-10-20,128800.0,New Hire
310,249,2022-10-09,49800.0,New Hire
311,250,2022-10-30,57500.0,New Hire
312,251,2022-10-05,112000.0,New Hire
313,252,2022-11-09,108500.0,New Hire
314,253,2022-11-20,94700.0,New Hire
315,254,2022-11-08,51900.0,New Hire
316,255,2022-11-23,99400.0,New Hire
317,256,2022-11-24,143300.0,New Hire
318,257,2022-11-23,87100.0,New Hire
319,258,2022-12-17,129900.0,New Hire
320,259,2022-12-12,71900.0,New Hire
321,260,2022-12-31,70300.0,New Hire
322,261,2022-12-05,60600.0,New Hire
323,262,2022-12-23,119900.0,New Hire
324,263,2022-12-31,91300.0,New Hire
325,264,2022-12-24,114500.0,New Hire
326,47,2022-12-31,83300.0,Merit
327,49,2022-12-31,53800.0,Merit
328,53,2022-12-31,108900.0,Promotion
329,54,2022-12-31,50900.0,Merit
330,63,2022-12-31,115600.0,Merit
331,106,2022-12-31,65600.0,Merit
332,111,2022-12-31,76700.0,Merit
333,117,2022-12-31,73900.0,Merit
334,122,2022-12-31,78300.0,Promotion
335,130,2022-12-31,57500.0,Promotion
336,137,2022-12-31,66700.0,Merit
337,171,2022-12-31,72000.0,Merit
338,172,2022-12-31,72400.0,Promotion
339,203,2022-12-31,71900.0,Promotion
340,206,2022-12-31,73200.0,Merit
341,216,2022-12-31,91000.0,Merit
342,228,2022-12-31,81800.0,Merit
343,229,2022-12-31,70500.0,Merit
344,243,2022-12-31,121000.0,Merit
345,250,2022-12-31,62700.0,Merit
346,256,2022-12-31,155200.0,Merit
347,262,2022-12-31,128400.0,Merit
348,265,2023-01-05,55000.0,New Hire
349,266,2023-01-27,96800.0,New Hire
350,267,2023-01-15,109500.0,New Hire
351,268,2023-01-20,44200.0,New Hire
352,269,2023-01-27,52400.0,New Hire
353,270,2023-01-22,91200.0,New Hire
354,271,2023-01-25,57800.0,New Hire
355,272,2023-01-16,54000.0,New Hire
356,273,2023-01-17,65400.0,New Hire
357,274,2023-01-10,59000.0,New Hire
358,275,2023-01-22,43500.0,New Hire
359,276,2023-01-02,82000.0,New Hire
360,277,2023-01-26,53600.0,New Hire
361,278,2023-01-11,62000.0,New Hire
362,279,2023-01-05,47000.0,New Hire
363,280,2023-01-02,75100.0,New Hire
364,281,2023-01-26,109400.0,New Hire
365,282,2023-01-15,69800.0,New Hire
366,283,2023-01-14,149300.0,New Hire
367,284,2023-01-15,67800.0,New Hire
368,285,2023-01-01,67000.0,New Hire
369,286,2023-01-13,48000.0,New Hire
370,287,2023-01-14,103700.0,New Hire
371,288,2023-01-12,61200.0,New Hire
372,289,2023-01-08,93600.0,New Hire
373,290,2023-01-09,55900.0,New Hire
374,291,2023-01-22,102400.0,New Hire
375,292,2023-01-29,44100.0,New Hire
376,293,2023-02-11,60200.0,New Hire
377,294,2023-02-10,97100.0,New Hire
378,295,2023-02-27,77500.0,New Hire
379,296,2023-02-18,75400.0,New Hire
380,297,2023-02-16,93100.0,New Hire
381,298,2023-02-25,142600.0,New Hire
382,299,2023-02-02,42300.0,New Hire
383,300,2023-02-07,93500.0,New Hire
384,301,2023-02-03,139600.0,New Hire
385,302,2023-02-28,55200.0,New Hire
386,303,2023-02-15,98900.0,New Hire
387,304,2023-02-20,48200.0,New Hire
388,305,2023-02-09,64700.0,New Hire
389,306,2023-02-10,101200.0,New Hire
390,307,2023-02-16,44300.0,New Hire
391,308,2023-02-19,59400.0,New Hire
392,309,2023-02-02,43800.0,New Hire
393,310,2023-02-17,76500.0,New Hire
394,311,2023-02-22,104000.0,New Hire
395,312,2023-02-10,60800.0,New Hire
396,313,2023-02-27,106500.0,New Hire
397,314,2023-02-12,48800.0,New Hire
398,315,2023-02-23,43600.0,New Hire
399,316,2023-02-16,92200.0,New Hire
400,317,2023-02-22,43600.0,New Hire
401,318,2023-02-28,97000.0,New Hire
402,319,2023-02-25,44500.0,New Hire
403,320,2023-03-04,61100.0,New Hire
404,321,2023-03-15,94500.0,New Hire
405,322,2023-03-29,97300.0,New Hire
406,323,2023-03-22,47200.0,New Hire
407,324,2023-03-07,59000.0,New Hire
408,325,2023-03-12,63700.0,New Hire
409,326,2023-03-31,42700.0,New Hire
410,327,2023-03-05,56300.0,New Hire
411,328,2023-03-16,69600.0,New Hire
412,329,2023-03-28,55600.0,New Hire
413,330,2023-03-10,74500.0,New Hire
414,331,2023-03-06,63400.0,New Hire
415,332,2023-03-19,52500.0,New Hire
416,333,2023-03-12,59200.0,New Hire
417,334,2023-03-06,48000.0,New Hire
418,335,2023-03-11,64700.0,New Hire
419,336,2023-03-22,71500.0,New Hire
420,337,2023-03-10,129000.0,New Hire
421,338,2023-03-03,76800.0,New Hire
422,339,2023-03-11,50100.0,New Hire
423,340,2023-03-28,50600.0,New Hire
424,11,2023-03-31,145900.0,Merit
425,18,2023-03-31,105700.0,Promotion
426,21,2023-03-31,165600.0,Merit
427,26,2023-03-31,120200.0,Promotion
428,32,2023-03-31,107300.0,Promotion
429,40,2023-03-31,74200.0,Merit
430,49,2023-03-31,56200.0,Merit
431,62,2023-03-31,73300.0,Merit
432,64,2023-03-31,101300.0,Promotion
433,65,2023-03-31,56600.0,Merit
434,69,2023-03-31,68500.0,Merit
435,92,2023-03-31,109700.0,Merit
436,95,2023-03-31,112200.0,Merit
437,96,2023-03-31,62100.0,Merit
438,113,2023-03-31,59200.0,Promotion
439,122,2023-03-31,84300.0,Promotion
440,131,2023-03-31,91800.0,Merit
441,135,2023-03-31,113200.0,Promotion
442,148,2023-03-31,83500.0,Merit
443,154,2023-03-31,133700.0,Merit
444,160,2023-03-31,162000.0,Merit
445,168,2023-03-31,100500.0,Merit
446,170,2023-03-31,139800.0,Promotion
447,177,2023-03-31,55900.0,Merit
448,191,2023-03-31,129900.0,Merit
449,199,2023-03-31,52700.0,Promotion
450,200,2023-03-31,100900.0,Merit
451,208,2023-03-31,95300.0,Promotion
452,252,2023-03-31,119800.0,Promotion
453,262,2023-03-31,137400.0,Promotion
454,264,2023-03-31,125600.0,Merit
455,290,2023-03-31,61400.0,Merit
456,313,2023-03-31,112900.0,Merit
457,317,2023-03-31,48600.0,Merit
458,326,2023-03-31,46600.0,Merit
459,332,2023-03-31,58500.0,Merit
460,335,2023-03-31,67800.0,Promotion
461,341,2023-04-25,87200.0,New Hire
462,342,2023-04-05,83000.0,New Hire
463,343,2023-04-26,95800.0,New Hire
464,344,2023-04-06,99300.0,New Hire
465,345,2023-04-12,51300.0,New Hire
466,346,2023-04-07,53300.0,New Hire
467,347,2023-04-24,53100.0,New Hire
468,348,2023-04-20,70900.0,New Hire
469,349,2023-04-14,61100.0,New Hire
470,350,2023-04-01,70000.0,New Hire
471,351,2023-04-07,50100.0,New Hire
472,352,2023-04-16,55900.0,New Hire
473,353,2023-04-19,46900.0,New Hire
474,354,2023-04-21,55900.0,New Hire
475,355,2023-04-26,80800.0,New Hire
476,356,2023-04-19,49700.0,New Hire
477,357,2023-04-12,59100.0,New Hire
478,358,2023-04-25,63000.0,New Hire
479,359,2023-04-27,96900.0,New Hire
480,360,2023-04-23,87900.0,New Hire
481,361,2023-04-15,100500.0,New Hire
482,362,2023-04-25,113500.0,New Hire
483,363,2023-04-04,50200.0,New Hire
484,364,2023-04-09,84800.0,New Hire
485,365,2023-05-08,70700.0,New Hire
486,366,2023-05-23,78200.0,New Hire
487,367,2023-05-24,85600.0,New Hire
488,368,2023-05-24,68200.0,New Hire
489,369,2023-05-17,71000.0,New Hire
490,370,2023-05-21,44100.0,New Hire
491,371,2023-05-14,83400.0,New Hire
492,372,2023-05-30,98500.0,New Hire
493,373,2023-05-06,73700.0,New Hire
494,374,2023-05-12,130000.0,New Hire
495,375,2023-05-01,93200.0,New Hire
496,376,2023-05-20,56800.0,New Hire
497,377,2023-05-07,43600.0,New Hire
498,378,2023-05-12,68800.0,New Hire
499,379,2023-05-14,44500.0,New Hire
500,380,2023-05-31,62200.0,New Hire
501,381,2023-05-30,92200.0,New Hire
502,382,2023-05-22,104700.0,New Hire
503,383,2023-05-24,68000.0,New Hire
504,384,2023-05-26,109900.0,New Hire
505,385,2023-05-14,53200.0,New Hire
506,386,2023-06-07,56700.0,New Hire
507,387,2023-06-01,80300.0,New Hire
508,388,2023-06-07,75000.0,New Hire
509,389,2023-06-30,51400.0,New Hire
510,390,2023-06-09,106200.0,New Hire
511,391,2023-06-23,158200.0,New Hire
512,392,2023-06-28,62400.0,New Hire
513,393,2023-06-06,83800.0,New Hire
514,394,2023-06-18,48900.0,New Hire
515,395,2023-06-26,44700.0,New Hire
516,396,2023-06-23,98300.0,New Hire
517,397,2023-06-09,50500.0,New Hire
518,398,2023-06-18,46200.0,New Hire
519,399,2023-06-12,48400.0,New Hire
520,400,2023-06-10,52600.0,New Hire
521,401,2023-06-21,141100.0,New Hire
522,402,2023-06-27,45200.0,New Hire
523,403,2023-06-27,57400.0,New Hire
524,404,2023-06-23,69000.0,New Hire
525,405,2023-06-08,43900.0,New Hire
526,406,2023-06-04,56300.0,New Hire
527,407,2023-06-11,92500.0,New Hire
528,408,2023-06-22,70400.0,New Hire
529,6,2023-06-30,114500.0,Merit
530,10,2023-06-30,104900.0,Promotion
531,13,2023-06-30,161200.0,Merit
532,19,2023-06-30,162600.0,Promotion
533,20,2023-06-30,103900.0,Promotion
534,35,2023-06-30,191400.0,Merit
535,42,2023-06-30,86400.0,Promotion
536,44,2023-06-30,56300.0,Merit
537,55,2023-06-30,97800.0,Promotion
538,66,2023-06-30,57700.0,Merit
539,75,2023-06-30,103700.0,Promotion
540,86,2023-06-30,90000.0,Merit
541,88,2023-06-30,77900.0,Promotion
542,96,2023-06-30,66800.0,Promotion
543,100,2023-06-30,53100.0,Merit
544,112,2023-06-30,47000.0,Promotion
545,118,2023-06-30,85200.0,Merit
546,127,2023-06-30,54500.0,Merit
547,139,2023-06-30,132200.0,Promotion
548,160,2023-06-30,176800.0,Merit
549,163,2023-06-30,72500.0,Merit
550,166,2023-06-30,76300.0,Merit
551,176,2023-06-30,67000.0,Merit
552,180,2023-06-30,56000.0,Merit
553,198,2023-06-30,46600.0,Merit
554,206,2023-06-30,78000.0,Merit
555,213,2023-06-30,127000.0,Merit
556,214,2023-06-30,60000.0,Merit
557,220,2023-06-30,79000.0,Promotion
558,232,2023-06-30,82200.0,Merit
559,239,2023-06-30,49000.0,Merit
560,250,2023-06-30,69500.0,Promotion
561,260,2023-06-30,76900.0,Merit
562,269,2023-06-30,56300.0,Promotion
563,274,2023-06-30,63200.0,Merit
564,277,2023-06-30,56600.0,Merit
565,284,2023-06-30,74500.0,Promotion
566,291,2023-06-30,106600.0,Merit
567,292,2023-06-30,48300.0,Merit
568,310,2023-06-30,81200.0,Promotion
569,321,2023-06-30,105600.0,Promotion
570,323,2023-06-30,52200.0,Merit
571,325,2023-06-30,68000.0,Merit
572,329,2023-06-30,62000.0,Merit
573,348,2023-06-30,78300.0,Promotion
574,361,2023-06-30,108600.0,Merit
575,362,2023-06-30,122400.0,Merit
576,369,2023-06-30,76000.0,Merit
577,375,2023-06-30,98100.0,Promotion
578,387,2023-06-30,83700.0,Promotion
579,409,2023-07-07,97000.0,New Hire
580,410,2023-07-05,92400.0,New Hire
581,411,2023-07-09,69800.0,New Hire
582,412,2023-07-17,66900.0,New Hire
583,413,2023-07-07,58500.0,New Hire
584,414,2023-07-26,119500.0,New Hire
585,415,2023-07-02,44900.0,New Hire
586,416,2023-07-01,102200.0,New Hire
587,417,2023-07-13,81800.0,New Hire
588,418,2023-07-14,97300.0,New Hire
589,419,2023-07-08,92500.0,New Hire
590,420,2023-07-13,56300.0,New Hire
591,421,2023-07-10,111300.0,New Hire
592,422,2023-07-14,73800.0,New Hire
593,423,2023-07-27,104000.0,New Hire
594,424,2023-07-13,59700.0,New Hire
595,425,2023-07-06,79000.0,New Hire
596,426,2023-07-19,51400.0,New Hire
597,427,2023-07-31,94800.0,New Hire
598,428,2023-07-15,108200.0,New Hire
599,429,2023-07-19,59600.0,New Hire
600,430,2023-07-27,62900.0,New Hire
601,431,2023-08-31,72400.0,New Hire
602,432,2023-08-15,44700.0,New Hire
603,433,2023-08-11,94400.0,New Hire
604,434,2023-08-30,49900.0,New Hire
605,435,2023-08-19,51900.0,New Hire
606,436,2023-08-19,88900.0,New Hire
607,437,2023-08-27,77600.0,New Hire
608,438,2023-08-24,97000.0,New Hire
609,439,2023-08-08,77600.0,New Hire
610,440,2023-08-04,54800.0,New Hire
611,441,2023-08-14,56700.0,New Hire
612,442,2023-08-28,80200.0,New Hire
613,443,2023-08-29,55800.0,New Hire
614,444,2023-08-10,93700.0,New Hire
615,445,2023-08-22,82100.0,New Hire
616,446,2023-08-11,46200.0,New Hire
617,447,2023-08-19,103700.0,New Hire
618,448,2023-08-30,66300.0,New Hire
619,449,2023-08-02,107200.0,New Hire
620,450,2023-08-05,104300.0,New Hire
621,451,2023-08-24,73800.0,New Hire
622,452,2023-08-24,66700.0,New Hire
623,453,2023-09-23,45400.0,New Hire
624,454,2023-09-06,111700.0,New Hire
625,455,2023-09-04,158800.0,New Hire
626,456,2023-09-22,43700.0,New Hire
627,457,2023-09-17,49300.0,New Hire
628,458,2023-09-30,44800.0,New Hire
629,459,2023-09-18,49900.0,New Hire
630,460,2023-09-23,68000.0,New Hire
631,461,2023-09-13,106000.0,New Hire
632,462,2023-09-01,98000.0,New Hire
633,463,2023-09-08,52200.0,New Hire
634,464,2023-09-24,72300.0,New Hire
635,465,2023-09-28,63700.0,New Hire
636,466,2023-09-13,71400.0,New Hire
637,467,2023-09-16,84600.0,New Hire
638,468,2023-09-16,75300.0,New Hire
639,469,2023-09-03,51400.0,New Hire
640,470,2023-09-11,103800.0,New Hire
641,471,2023-09-21,63200.0,New Hire
642,472,2023-09-13,48800.0,New Hire
643,473,2023-09-16,51700.0,New Hire
644,21,2023-09-30,173600.0,Promotion
645,26,2023-09-30,132700.0,Merit
646,34,2023-09-30,117200.0,Merit
647,39,2023-09-30,69900.0,Merit
648,43,2023-09-30,50800.0,Merit
649,47,2023-09-30,89800.0,Merit
650,61,2023-09-30,62000.0,Promotion
651,62,2023-09-30,81100.0,Merit
652,68,2023-09-30,82400.0,Promotion
653,101,2023-09-30,82000.0,Merit
654,102,2023-09-30,93500.0,Promotion
655,121,2023-09-30,103600.0,Promotion
656,129,2023-09-30,76700.0,Merit
657,154,2023-09-30,147700.0,Merit
658,167,2023-09-30,73900.0,Promotion
659,169,2023-09-30,123600.0,Merit
660,170,2023-09-30,149200.0,Merit
661,175,2023-09-30,55200.0,Merit
662,224,2023-09-30,60800.0,Promotion
663,228,2023-09-30,90900.0,Promotion
664,236,2023-09-30,87400.0,Promotion
665,249,2023-09-30,52100.0,Merit
666,257,2023-09-30,93500.0,Merit
667,267,2023-09-30,117500.0,Merit
668,273,2023-09-30,68700.0,Promotion
669,275,2023-09-30,47400.0,Merit
670,278,2023-09-30,65500.0,Merit
