survey_id,employee_id,survey_wave,survey_date,engagement_score,satisfaction_score
157,96,2022-Fall,2022-10-06,9.7,4.9
158,97,2022-Fall,2022-10-17,6.6,8.0
159,100,2022-Fall,2022-10-10,6.4,9.5
160,102,2022-Fall,2022-10-30,5.6,7.3
161,103,2022-Fall,2022-10-28,9.2,3.5
162,105,2022-Fall,2022-10-11,5.5,5.0
163,106,2022-Fall,2022-10-21,6.0,9.0
164,110,2022-Fall,2022-10-15,6.1,4.3
165,111,2022-Fall,2022-10-24,5.0,4.7
166,115,2022-Fall,2022-10-13,4.1,3.4
167,117,2022-Fall,2022-10-01,8.4,6.6
168,119,2022-Fall,2022-10-20,4.5,7.5
169,121,2022-Fall,2022-10-08,8.1,6.0
170,122,2022-Fall,2022-10-17,8.8,3.2
171,123,2022-Fall,2022-10-28,9.3,8.9
172,124,2022-Fall,2022-10-28,6.9,4.9
173,125,2022-Fall,2022-10-31,7.9,4.2
174,126,2022-Fall,2022-10-21,8.2,9.0
175,127,2022-Fall,2022-10-21,7.5,5.1
176,128,2022-Fall,2022-10-18,4.9,3.6
177,129,2022-Fall,2022-10-14,5.1,5.1
178,130,2022-Fall,2022-10-27,8.3,3.9
179,131,2022-Fall,2022-10-18,3.6,9.3
180,134,2022-Fall,2022-10-01,8.3,8.4
181,135,2022-Fall,2022-10-26,3.5,5.5
182,136,2022-Fall,2022-10-18,6.3,4.7
183,138,2022-Fall,2022-10-27,5.9,4.8
184,139,2022-Fall,2022-10-08,6.8,8.4
185,140,2022-Fall,2022-10-23,7.8,4.9
186,143,2022-Fall,2022-10-28,3.9,3.9
187,144,2022-Fall,2022-10-15,7.4,4.9
188,145,2022-Fall,2022-10-07,5.5,4.0
189,147,2022-Fall,2022-10-04,5.3,3.9
190,148,2022-Fall,2022-10-01,5.0,4.0
191,149,2022-Fall,2022-10-11,6.1,8.3
192,150,2022-Fall,2022-10-12,6.4,8.4
193,151,2022-Fall,2022-10-27,8.2,4.0
194,152,2022-Fall,2022-10-13,3.9,6.2
195,153,2022-Fall,2022-10-27,5.1,5.6
196,154,2022-Fall,2022-10-25,8.0,5.6
197,156,2022-Fall,2022-10-02,4.8,8.0
198,157,2022-Fall,2022-10-22,9.7,6.2
199,159,2022-Fall,2022-10-11,4.5,8.0
200,161,2022-Fall,2022-10-04,5.1,7.3
201,162,2022-Fall,2022-10-29,3.8,7.5
202,164,2022-Fall,2022-10-14,5.5,4.1
203,165,2022-Fall,2022-10-04,6.0,4.7
204,167,2022-Fall,2022-10-23,6.5,7.1
205,168,2022-Fall,2022-10-03,5.1,6.4
206,170,2022-Fall,2022-10-25,7.4,3.4
207,171,2022-Fall,2022-10-23,6.9,3.7
208,172,2022-Fall,2022-10-11,9.7,8.4
209,175,2022-Fall,2022-10-07,3.6,5.6
210,177,2022-Fall,2022-10-02,6.6,6.0
211,178,2022-Fall,2022-10-23,6.6,6.9
212,179,2022-Fall,2022-10-11,8.1,4.9
213,182,2022-Fall,2022-10-03,6.8,6.1
214,184,2022-Fall,2022-10-15,3.5,7.3
215,185,2022-Fall,2022-10-06,9.1,7.2
216,186,2022-Fall,2022-10-20,5.0,7.9
217,187,2022-Fall,2022-10-18,8.7,4.3
218,190,2022-Fall,2022-10-10,5.5,7.4
219,191,2022-Fall,2022-10-17,7.7,3.3
220,194,2022-Fall,2022-10-02,4.8,6.3
221,195,2022-Fall,2022-10-19,7.5,5.6
222,196,2022-Fall,2022-10-20,7.9,4.7
223,197,2022-Fall,2022-10-20,8.0,3.1
224,199,2022-Fall,2022-10-30,9.1,3.5
225,201,2022-Fall,2022-10-18,8.2,9.1
226,204,2022-Fall,2022-10-20,5.2,3.3
227,205,2022-Fall,2022-10-10,4.0,4.5
228,206,2022-Fall,2022-10-04,8.1,6.6
229,207,2022-Fall,2022-10-17,7.6,6.9
230,209,2022-Fall,2022-10-18,6.1,3.7
231,210,2022-Fall,2022-10-12,7.7,7.8
232,211,2022-Fall,2022-10-04,4.6,4.2
233,212,2022-Fall,2022-10-11,7.6,6.6
234,213,2022-Fall,2022-10-30,5.7,5.1
235,215,2022-Fall,2022-10-12,6.1,7.3
236,217,2022-Fall,2022-10-08,7.0,4.5
237,221,2022-Fall,2022-10-31,6.4,9.5
238,222,2022-Fall,2022-10-02,9.7,7.1
239,223,2022-Fall,2022-10-29,5.4,5.0
240,224,2022-Fall,2022-10-28,5.5,8.2
241,228,2022-Fall,2022-10-19,9.3,4.1
242,229,2022-Fall,2022-10-12,4.5,4.8
243,231,2022-Fall,2022-10-09,8.6,3.6
244,232,2022-Fall,2022-10-30,4.9,3.5
245,233,2022-Fall,2022-10-16,4.6,8.6
246,235,2022-Fall,2022-10-30,4.1,7.4
247,236,2022-Fall,2022-10-26,7.1,3.5
248,237,2022-Fall,2022-10-25,5.6,9.0
249,238,2022-Fall,2022-10-30,9.0,8.9
250,239,2022-Fall,2022-10-21,8.9,9.3
251,240,2022-Fall,2022-10-21,5.9,5.1
252,241,2022-Fall,2022-10-18,7.1,5.2
253,243,2022-Fall,2022-10-22,8.1,5.7
254,244,2022-Fall,2022-10-20,7.1,3.6
255,245,2022-Fall,2022-10-26,6.0,3.9
256,247,2022-Fall,2022-10-19,8.2,6.7
257,248,2022-Fall,2022-10-13,6.7,8.3
258,249,2022-Fall,2022-10-05,6.5,4.3
259,250,2022-Fall,2022-10-19,4.7,7.2
260,2,2023-Spring,2023-04-05,9.1,3.9
261,3,2023-Spring,2023-04-18,5.9,5.5
262,4,2023-Spring,2023-04-21,5.0,3.3
263,6,2023-Spring,2023-04-07,8.9,5.0
264,8,2023-Spring,2023-04-08,3.8,8.4
265,13,2023-Spring,2023-04-03,8.4,8.4
266,16,2023-Spring,2023-04-06,6.7,8.1
267,17,2023-Spring,2023-04-17,5.9,6.5
268,18,2023-Spring,2023-04-23,5.9,7.7
269,20,2023-Spring,2023-04-09,7.2,7.3
270,22,2023-Spring,2023-04-07,4.9,4.4
271,25,2023-Spring,2023-04-10,6.2,5.6
272,26,2023-Spring,2023-04-27,5.9,6.7
273,27,2023-Spring,2023-04-03,5.4,6.5
274,28,2023-Spring,2023-04-02,6.4,7.2
275,29,2023-Spring,2023-04-15,6.2,5.5
276,30,2023-Spring,2023-04-09,5.9,4.2
277,31,2023-Spring,2023-04-21,4.0,9.1
278,32,2023-Spring,2023-04-17,6.7,7.4
279,35,2023-Spring,2023-04-03,5.8,6.7
280,36,2023-Spring,2023-04-22,5.6,5.1
281,42,2023-Spring,2023-04-23,7.3,3.9
282,45,2023-Spring,2023-04-09,3.6,5.0
283,48,2023-Spring,2023-04-13,8.7,8.2
284,49,2023-Spring,2023-04-21,6.7,8.2
285,50,2023-Spring,2023-04-13,4.9,7.9
286,51,2023-Spring,2023-04-08,6.7,8.3
287,54,2023-Spring,2023-04-26,4.0,8.8
288,55,2023-Spring,2023-04-23,6.1,6.0
289,59,2023-Spring,2023-04-05,7.1,3.9
290,61,2023-Spring,2023-04-26,7.7,5.4
291,62,2023-Spring,2023-04-14,7.8,5.7
292,64,2023-Spring,2023-04-11,7.2,6.9
293,65,2023-Spring,2023-04-05,4.5,9.5
294,66,2023-Spring,2023-04-21,8.5,9.2
295,67,2023-Spring,2023-04-13,9.7,4.4
296,68,2023-Spring,2023-04-18,5.9,6.2
297,69,2023-Spring,2023-04-15,7.5,5.1
298,70,2023-Spring,2023-04-22,7.0,3.2
299,72,2023-Spring,2023-04-06,4.8,9.2
300,73,2023-Spring,2023-04-07,5.0,7.5
301,75,2023-Spring,2023-04-02,5.8,3.1
302,76,2023-Spring,2023-04-30,6.1,4.1
303,77,2023-Spring,2023-04-18,6.1,8.1
304,78,2023-Spring,2023-04-29,9.0,3.9
305,79,2023-Spring,2023-04-14,8.7,7.5
306,80,2023-Spring,2023-04-19,9.4,7.0
307,81,2023-Spring,2023-04-22,6.4,4.4
308,84,2023-Spring,2023-04-27,6.0,8.5
309,86,2023-Spring,2023-04-30,7.1,6.3
310,87,2023-Spring,2023-04-02,8.1,5.0
311,89,2023-Spring,2023-04-23,8.8,8.4
312,90,2023-Spring,2023-04-27,8.6,4.2
313,91,2023-Spring,2023-04-29,7.4,5.9
314,92,2023-Spring,2023-04-22,4.7,6.9
315,93,2023-Spring,2023-04-02,5.0,8.9
316,94,2023-Spring,2023-04-21,6.9,7.5
317,95,2023-Spring,2023-04-24,8.1,4.5
318,96,2023-Spring,2023-04-25,7.0,9.8
319,97,2023-Spring,2023-04-04,6.7,8.3
320,98,2023-Spring,2023-04-06,5.1,6.4
321,100,2023-Spring,2023-04-03,7.5,7.6
322,101,2023-Spring,2023-04-11,8.2,8.8
323,102,2023-Spring,2023-04-01,5.1,7.8
324,103,2023-Spring,2023-04-22,8.2,6.3
325,105,2023-Spring,2023-04-18,7.6,7.9
326,106,2023-Spring,2023-04-16,8.7,8.7
327,107,2023-Spring,2023-04-01,7.3,4.2
328,109,2023-Spring,2023-04-24,6.0,3.5
329,111,2023-Spring,2023-04-05,6.3,4.2
330,115,2023-Spring,2023-04-15,7.9,8.7
331,117,2023-Spring,2023-04-23,7.7,3.7
332,119,2023-Spring,2023-04-20,3.5,8.3
333,122,2023-Spring,2023-04-08,4.8,3.1
334,123,2023-Spring,2023-04-01,5.6,4.3
335,124,2023-Spring,2023-04-08,9.5,3.7
336,126,2023-Spring,2023-04-24,4.6,5.8
337,127,2023-Spring,2023-04-11,5.5,7.3
338,128,2023-Spring,2023-04-30,6.9,9.4
339,129,2023-Spring,2023-04-07,4.2,5.2
340,130,2023-Spring,2023-04-21,5.5,5.6
341,131,2023-Spring,2023-04-03,7.6,4.9
342,133,2023-Spring,2023-04-02,3.9,4.5
343,135,2023-Spring,2023-04-20,6.6,9.7
344,139,2023-Spring,2023-04-09,9.5,7.1
345,142,2023-Spring,2023-04-25,7.9,5.3
346,144,2023-Spring,2023-04-29,7.8,9.7
347,145,2023-Spring,2023-04-03,5.6,7.1
348,146,2023-Spring,2023-04-13,6.7,8.0
349,147,2023-Spring,2023-04-23,9.7,4.6
350,148,2023-Spring,2023-04-29,4.3,4.6
351,149,2023-Spring,2023-04-08,7.4,3.4
352,150,2023-Spring,2023-04-10,4.8,5.6
353,151,2023-Spring,2023-04-08,9.3,7.1
354,154,2023-Spring,2023-04-09,5.5,8.4
355,155,2023-Spring,2023-04-26,9.7,7.4
356,156,2023-Spring,2023-04-01,4.9,8.0
357,157,2023-Spring,2023-04-07,6.9,9.2
358,158,2023-Spring,2023-04-08,8.5,7.7
359,160,2023-Spring,2023-04-28,5.9,5.2
360,161,2023-Spring,2023-04-01,3.9,6.3
361,163,2023-Spring,2023-04-05,9.4,3.9
362,164,2023-Spring,2023-04-18,8.7,9.3
363,165,2023-Spring,2023-04-03,6.2,6.2
364,166,2023-Spring,2023-04-07,5.0,4.2
365,167,2023-Spring,2023-04-10,7.1,9.6
366,168,2023-Spring,2023-04-28,8.4,3.5
367,170,2023-Spring,2023-04-06,6.5,5.9
368,171,2023-Spring,2023-04-14,8.3,8.6
369,173,2023-Spring,2023-04-13,6.2,3.6
370,176,2023-Spring,2023-04-18,4.5,7.9
371,177,2023-Spring,2023-04-15,5.4,4.9
372,178,2023-Spring,2023-04-16,4.0,3.9
373,179,2023-Spring,2023-04-05,9.3,3.0
374,182,2023-Spring,2023-04-13,9.3,9.4
375,184,2023-Spring,2023-04-16,5.4,9.7
376,185,2023-Spring,2023-04-29,3.7,9.3
377,186,2023-Spring,2023-04-19,4.5,8.2
378,190,2023-Spring,2023-04-23,6.6,7.7
379,192,2023-Spring,2023-04-30,6.2,4.7
380,194,2023-Spring,2023-04-30,8.6,7.3
381,195,2023-Spring,2023-04-23,7.7,4.0
382,196,2023-Spring,2023-04-22,4.4,4.7
383,197,2023-Spring,2023-04-22,8.8,3.1
384,199,2023-Spring,2023-04-30,5.9,7.8
385,201,2023-Spring,2023-04-30,4.7,5.9
386,203,2023-Spring,2023-04-10,6.7,6.6
387,205,2023-Spring,2023-04-24,6.1,9.0
388,207,2023-Spring,2023-04-21,7.1,8.4
389,209,2023-Spring,2023-04-07,9.4,5.7
390,210,2023-Spring,2023-04-06,8.6,3.0
391,211,2023-Spring,2023-04-23,6.1,5.8
392,212,2023-Spring,2023-04-14,4.6,5.5
393,214,2023-Spring,2023-04-06,6.7,3.7
394,216,2023-Spring,2023-04-07,4.7,3.4
395,217,2023-Spring,2023-04-25,4.7,9.7
396,220,2023-Spring,2023-04-30,7.4,8.9
397,221,2023-Spring,2023-04-10,4.0,3.8
398,222,2023-Spring,2023-04-01,7.2,6.2
399,223,2023-Spring,2023-04-04,3.6,4.8
400,225,2023-Spring,2023-04-26,9.7,3.7
401,226,2023-Spring,2023-04-01,5.9,6.5
402,228,2023-Spring,2023-04-16,6.5,5.3
403,229,2023-Spring,2023-04-12,7.8,5.3
404,230,2023-Spring,2023-04-08,9.4,7.5
405,231,2023-Spring,2023-04-02,9.6,8.9
406,233,2023-Spring,2023-04-28,7.9,7.9
407,235,2023-Spring,2023-04-20,4.3,6.6
408,238,2023-Spring,2023-04-15,7.4,7.5
409,239,2023-Spring,2023-04-14,7.7,3.0
410,240,2023-Spring,2023-04-27,5.5,7.3
411,244,2023-Spring,2023-04-08,7.3,5.7
412,245,2023-Spring,2023-04-03,5.7,9.4
413,248,2023-Spring,2023-04-22,8.9,9.2
414,250,2023-Spring,2023-04-07,8.0,8.9
415,254,2023-Spring,2023-04-16,8.5,5.0
416,255,2023-Spring,2023-04-18,9.7,6.2
417,258,2023-Spring,2023-04-18,5.0,4.4
418,260,2023-Spring,2023-04-03,4.2,9.8
419,262,2023-Spring,2023-04-30,9.4,9.1
420,264,2023-Spring,2023-04-09,7.7,9.5
421,265,2023-Spring,2023-04-22,4.4,6.6
422,267,2023-Spring,2023-04-23,5.6,4.5
423,268,2023-Spring,2023-04-30,7.3,7.4
424,269,2023-Spring,2023-04-23,8.2,7.9
425,270,2023-Spring,2023-04-26,7.0,8.8
426,272,2023-Spring,2023-04-04,5.3,3.8
427,273,2023-Spring,2023-04-19,9.4,8.1
428,274,2023-Spring,2023-04-12,4.3,5.1
429,275,2023-Spring,2023-04-24,3.5,3.4
430,276,2023-Spring,2023-04-28,5.9,5.9
431,281,2023-Spring,2023-04-22,7.3,4.5
432,282,2023-Spring,2023-04-18,8.9,5.1
433,284,2023-Spring,2023-04-08,6.6,6.1
434,285,2023-Spring,2023-04-05,8.2,8.8
435,287,2023-Spring,2023-04-11,5.4,9.7
436,288,2023-Spring,2023-04-28,8.0,6.3
437,290,2023-Spring,2023-04-23,9.6,3.4
438,292,2023-Spring,2023-04-23,4.8,8.0
439,295,2023-Spring,2023-04-28,8.4,8.8
440,297,2023-Spring,2023-04-27,7.7,8.8
441,300,2023-Spring,2023-04-11,6.2,6.2
442,301,2023-Spring,2023-04-13,6.0,6.6
443,302,2023-Spring,2023-04-23,9.3,7.8
444,303,2023-Spring,2023-04-04,4.3,8.1
445,304,2023-Spring,2023-04-26,3.8,9.4
446,305,2023-Spring,2023-04-21,4.5,3.9
447,307,2023-Spring,2023-04-05,4.8,8.5
448,308,2023-Spring,2023-04-21,3.6,7.9
449,309,2023-Spring,2023-04-22,8.4,8.8
450,310,2023-Spring,2023-04-14,7.8,4.1
451,311,2023-Spring,2023-04-12,9.6,4.2
452,312,2023-Spring,2023-04-17,7.6,7.0
453,314,2023-Spring,2023-04-13,5.0,3.8
454,315,2023-Spring,2023-04-10,7.8,9.5
455,316,2023-Spring,2023-04-13,8.4,9.7
456,317,2023-Spring,2023-04-03,8.4,8.9
457,318,2023-Spring,2023-04-09,7.5,6.0
458,319,2023-Spring,2023-04-04,4.0,6.3
459,320,2023-Spring,2023-04-17,4.9,7.0
460,322,2023-Spring,2023-04-23,8.2,8.4
461,323,2023-Spring,2023-04-16,9.8,7.8
462,324,2023-Spring,2023-04-05,4.1,3.4
463,327,2023-Spring,2023-04-27,7.9,5.7
464,330,2023-Spring,2023-04-03,6.8,7.0
465,333,2023-Spring,2023-04-25,4.8,7.5
466,334,2023-Spring,2023-04-28,7.3,4.2
467,335,2023-Spring,2023-04-26,5.5,3.3
468,336,2023-Spring,2023-04-21,4.5,6.8
469,338,2023-Spring,2023-04-04,6.7,5.5
470,339,2023-Spring,2023-04-14,9.7,7.5
471,340,2023-Spring,2023-04-02,9.5,6.5
472,342,2023-Spring,2023-04-15,4.4,6.3
473,343,2023-Spring,2023-04-30,9.7,5.4
474,344,2023-Spring,2023-04-07,7.8,7.5
475,345,2023-Spring,2023-04-02,4.7,5.0
476,348,2023-Spring,2023-04-07,7.2,4.9
477,350,2023-Spring,2023-04-18,5.1,5.6
478,352,2023-Spring,2023-04-03,9.5,7.6
479,354,2023-Spring,2023-04-07,3.9,8.0
480,357,2023-Spring,2023-04-12,7.1,7.4
481,358,2023-Spring,2023-04-06,6.1,4.0
482,360,2023-Spring,2023-04-01,9.6,4.7
483,361,2023-Spring,2023-04-18,4.2,6.7
484,362,2023-Spring,2023-04-21,4.1,9.2
485,364,2023-Spring,2023-04-26,4.9,3.1
486,3,2023-Fall,2023-10-08,6.3,3.3
487,4,2023-Fall,2023-10-22,9.8,3.2
488,6,2023-Fall,2023-10-23,9.7,4.7
489,9,2023-Fall,2023-10-21,8.6,4.0
490,10,2023-Fall,2023-10-31,3.6,7.2
491,12,2023-Fall,2023-10-18,9.8,4.3
492,13,2023-Fall,2023-10-17,7.2,7.3
493,22,2023-Fall,2023-10-12,5.8,9.3
494,23,2023-Fall,2023-10-18,5.7,9.5
495,25,2023-Fall,2023-10-28,8.7,7.8
496,27,2023-Fall,2023-10-04,9.7,8.3
497,28,2023-Fall,2023-10-16,6.9,3.7
498,30,2023-Fall,2023-10-12,8.0,7.4
499,31,2023-Fall,2023-10-08,6.4,6.9
500,32,2023-Fall,2023-10-20,6.3,7.0
501,33,2023-Fall,2023-10-06,3.6,6.0
502,34,2023-Fall,2023-10-29,5.7,8.9
503,35,2023-Fall,2023-10-22,5.7,9.5
504,36,2023-Fall,2023-10-09,9.5,7.9
505,40,2023-Fall,2023-10-23,8.3,3.9
506,42,2023-Fall,2023-10-22,6.3,6.7
507,43,2023-Fall,2023-10-11,5.0,8.4
508,44,2023-Fall,2023-10-14,4.4,6.7
509,46,2023-Fall,2023-10-01,9.6,3.4
510,48,2023-Fall,2023-10-25,9.7,7.2
511,49,2023-Fall,2023-10-24,4.5,4.3
512,54,2023-Fall,2023-10-30,6.6,3.8
513,55,2023-Fall,2023-10-31,6.0,7.8
514,61,2023-Fall,2023-10-16,4.4,5.3
515,62,2023-Fall,2023-10-12,4.6,5.9
516,63,2023-Fall,2023-10-03,4.7,5.7
517,64,2023-Fall,2023-10-21,7.5,5.3
518,66,2023-Fall,2023-10-01,9.0,3.4
519,67,2023-Fall,2023-10-22,5.9,4.1
520,70,2023-Fall,2023-10-01,5.6,5.1
521,72,2023-Fall,2023-10-12,8.9,9.5
522,73,2023-Fall,2023-10-20,6.6,6.6
523,76,2023-Fall,2023-10-22,9.2,7.1
524,77,2023-Fall,2023-10-29,6.3,8.8
525,80,2023-Fall,2023-10-27,8.7,3.2
526,81,2023-Fall,2023-10-18,9.1,8.4
527,82,2023-Fall,2023-10-30,5.5,5.0
528,84,2023-Fall,2023-10-06,7.2,4.1
529,86,2023-Fall,2023-10-07,7.3,9.8
530,91,2023-Fall,2023-10-13,8.4,9.4
531,92,2023-Fall,2023-10-03,5.6,5.5
532,94,2023-Fall,2023-10-27,6.6,8.4
533,95,2023-Fall,2023-10-02,9.3,9.3
534,101,2023-Fall,2023-10-17,4.1,7.5
535,103,2023-Fall,2023-10-23,6.9,5.7
